采购订单号,供应商代码,供应商名称,供应商等级,物料代码,物料名称,类型,单位,订单数量,单价,总金额,下单日期,预计交付日期,实际交付日期,状态,交期天数,备注
PO2026028004,SUP007,南京盛达光电,A级,M0152,贴片电阻 10kΩ v3,半成品,颗,1500,140.22,210330,2026/2/27,2026/3/20,,生产中,21,定制件制造阶段
PO2026117377,SUP015,长沙中联科技,B级,M0125,GPS模块 v2,原材料,个,1500,27.7,41550,2026/1/5,2026/1/30,,部分发货,25,
PO2026096473,SUP021,西安华创科技,A级,M0126,扬声器 3W v2,原材料,个,1500,110.27,165405,2026/2/17,2026/3/1,2026/3/4,已发货,12,国内转运途中
PO2026034224,SUP028,太原重工机械,B级,M0078,LoRa模块 v2,原材料,个,2000,85.86,171720,2026/6/1,2026/6/6,2026/6/5,已发货,5,国内转运途中
PO2026116312,SUP014,厦门恒信光电,A级,M0217,三极管 S8550 PNP,原材料,颗,1000,12.01,12010,2026/6/10,2026/7/5,,待处理,25,
PO2026038647,SUP001,深圳华腾电子,A级,M0014,LoRa模块,原材料,个,1000,29.62,29620,2026/6/14,2026/7/4,,待处理,20,
PO2026116719,SUP013,青岛海润电子,C级,M0011,WiFi模块 802.11ac,原材料,个,500,110.13,55065,2026/4/28,2026/5/26,,已下达,28,
PO2026046383,SUP011,天津北方电子,A级,M0058,导热硅脂,原材料,g,1000,142.01,142010,2026/2/21,2026/3/14,,待处理,21,
PO2026104210,SUP018,无锡精密机械,A级,M0176,锂电池 聚合物3000mAh v3,半成品,块,2000,125.12,250240,2026/5/30,2026/6/19,,已确认,20,物料生产排程中
PO2026025515,SUP016,佛山顺德塑胶,A级,M0081,电源模块 24V2A v2,原材料,个,5000,108.68,543400,2026/3/29,2026/4/19,,生产中,21,供应商正在生产
PO2026035703,SUP025,长春一汽配件,A级,M0011,WiFi模块 802.11ac,原材料,个,2000,122.52,245040,2026/2/27,2026/3/9,,已下达,10,
PO2026113607,SUP002,东莞鑫盛塑胶,B级,M0231,保险丝 3.15A 250V,原材料,个,2500,10.55,26375,2026/3/2,2026/3/9,,已下达,7,
PO2026075117,SUP015,长沙中联科技,B级,M0150,电解电容 220μF v3,原材料,颗,2500,80.04,200100,2026/1/22,2026/2/6,,部分到货,15,
PO2026043631,SUP022,郑州中原电子,C级,M0296,数据线 USB-C to C 1m,原材料,根,2500,11.17,27925,2026/2/18,2026/3/20,,已下达,30,
PO2026116941,SUP003,上海精密机械,A级,M0185,磁铁 钕磁铁 10x2mm v3,半成品,片,1500,55.65,83475,2026/2/14,2026/3/7,,待处理,21,
PO2026058738,SUP015,长沙中联科技,B级,P0014,智能门锁 Pro,成品,把,800,912.86,730288,2026/3/27,2026/4/21,2026/4/28,已发货,25,物流运输中-海运
PO2026010938,SUP030,贵阳西南科技,C级,M0199,ARM Cortex-A53芯片 v4,半成品,片,1500,94.66,141990,2026/6/17,2026/6/29,,已确认,12,质量检验标准已确认
PO2026090647,SUP002,东莞鑫盛塑胶,B级,M0196,PCB主板 v4,半成品,块,1000,70.49,70490,2026/1/17,2026/1/27,,待处理,10,
PO2026085097,SUP009,成都科创电子,C级,M0242,摄像头模组 4K 自动对焦,原材料,个,2000,153.02,306040,2026/2/24,2026/3/10,,已发货,14,国内转运途中
PO2026098954,SUP029,南昌华翔电子,A级,P0091,智能新风机,成品,台,300,1420.73,426219,2026/3/28,2026/4/25,,已下达,28,
PO2026076382,SUP032,南宁南国电子,C级,M0282,标签纸 条码标签 50x30mm,原材料,卷,3000,19.84,59520,2026/4/24,2026/5/6,2026/5/5,已发货,12,国内转运途中
PO2026028805,SUP033,海口南海科技,B级,M0009,MCU STM32F103,原材料,片,2500,98.34,245850,2026/2/22,2026/3/1,,已确认,7,质量检验标准已确认
PO2026108276,SUP013,青岛海润电子,C级,M0070,FPC柔性排线 v2,原材料,根,3000,106.95,320850,2026/6/1,2026/7/1,,已确认,30,物料生产排程中
PO2026124939,SUP002,东莞鑫盛塑胶,B级,M0069,PCB副板 v2,原材料,块,1500,98.97,148455,2026/5/9,2026/5/14,2026/5/16,已完成,5,已转入可用库存
PO2026036489,SUP021,西安华创科技,A级,M0231,保险丝 3.15A 250V,原材料,个,2000,11.56,23120,2026/2/15,2026/3/12,2026/3/19,已完成,25,已转入可用库存
PO2026128833,SUP024,哈尔滨北方机械,C级,M0004,PCB主板,原材料,块,1000,46.61,46610,2026/1/10,2026/2/14,,已下达,35,
PO2026020148,SUP018,无锡精密机械,A级,M0009,MCU STM32F103,原材料,片,3000,92.58,277740,2026/6/11,2026/6/16,2026/6/13,已发货,5,国内转运途中
PO2026011593,SUP022,郑州中原电子,C级,M0289,助焊剂 RMA型 松香基,原材料,瓶,500,37.24,18620,2026/5/23,2026/6/22,,生产中,30,定制件制造阶段
PO2026074448,SUP010,重庆渝兴机械,B级,M0215,稳压二极管 3.3V,原材料,颗,2000,10.81,21620,2026/4/27,2026/5/12,2026/5/14,已发货,15,国内转运途中
PO2026104009,SUP022,郑州中原电子,C级,P0066,智能充电宝 20000mAh,成品,台,1000,357.66,357660,2026/4/5,2026/5/20,,生产中,45,定制件制造阶段
PO2026033850,SUP032,南宁南国电子,C级,M0297,音频线 3.5mm公对公 1.5m,原材料,根,1500,11.06,16590,2026/4/29,2026/5/13,,已下达,14,
PO2026068861,SUP007,南京盛达光电,A级,P0002,智能音箱 B,成品,台,500,294.09,147045,2026/3/22,2026/4/16,2026/4/17,已完成,25,已转入可用库存
PO2026075342,SUP037,银川西夏科技,B级,M0046,触摸面板 电容式,原材料,块,2500,35.47,88675,2026/6/24,2026/8/8,,已确认,45,物料生产排程中
PO2026041805,SUP002,东莞鑫盛塑胶,B级,M0203,贴片电容 0805 22μF,原材料,颗,5000,11.11,55550,2026/6/14,2026/7/5,,部分到货,21,
PO2026099653,SUP035,乌鲁木齐天山科技,B级,M0133,PCB副板 v3,原材料,块,2500,132.36,330900,2026/6/6,2026/6/20,,待处理,14,
PO2026082072,SUP015,长沙中联科技,B级,M0221,光耦 TLP181 高速,原材料,颗,3000,12.62,37860,2026/2/4,2026/2/25,,生产中,21,定制件制造阶段
PO2026090171,SUP034,呼和浩特北方电子,C级,P0048,智能洗衣机,成品,台,100,1468.16,146816,2026/1/25,2026/2/8,,已下达,14,
PO2026110625,SUP010,重庆渝兴机械,B级,P0040,智能充电座,成品,个,200,135.14,27028,2026/1/3,2026/1/31,,待处理,28,
PO2026108468,SUP002,东莞鑫盛塑胶,B级,P0020,燃气报警器,成品,个,200,86.87,17374,2026/4/17,2026/5/12,,部分发货,25,
PO2026018885,SUP035,乌鲁木齐天山科技,B级,M0245,蓝牙模块 RTL8762C,原材料,个,1000,13.16,13160,2026/3/2,2026/3/16,,已确认,14,物料生产排程中
PO2026110009,SUP029,南昌华翔电子,A级,P0001,智能音箱 A,成品,台,800,346.68,277344,2026/3/26,2026/4/23,,草稿,28,
PO2026071159,SUP005,苏州佳美电子,A级,M0197,PCB副板 v4,半成品,块,500,74.55,37275,2026/2/8,2026/2/15,,生产中,7,供应商正在生产
PO2026098748,SUP035,乌鲁木齐天山科技,B级,P0040,智能充电座,成品,个,800,148.89,119112,2026/6/10,2026/6/17,,生产中,7,定制件制造阶段
PO2026036428,SUP026,沈阳航天电子,B级,M0217,三极管 S8550 PNP,原材料,颗,2500,12.02,30050,2026/3/10,2026/4/14,2026/4/14,已完成,35,批次检验通过
PO2026048686,SUP020,福州东南电子,B级,M0148,LED驱动器 v3,原材料,个,1500,64.63,96945,2026/1/24,2026/2/13,,生产中,20,定制件制造阶段
PO2026064947,SUP024,哈尔滨北方机械,C级,P0005,智能灯泡 暖白,成品,个,800,454.87,363896,2026/1/18,2026/2/15,2026/2/12,已完成,28,质检合格入库
PO2026054196,SUP020,福州东南电子,B级,P0030,智能门铃,成品,台,800,1171.91,937528,2026/4/4,2026/4/16,,已确认,12,供应商已确认交期
PO2026024222,SUP005,苏州佳美电子,A级,M0172,显示屏 OLED 0.96寸 v3,半成品,块,2000,149.11,298220,2026/5/19,2026/6/23,,已下达,35,
PO2026042477,SUP034,呼和浩特北方电子,C级,M0049,纽扣电池 CR2032,原材料,颗,500,12.6,6300,2026/5/2,2026/6/6,,草稿,35,
PO2026101703,SUP026,沈阳航天电子,B级,M0185,磁铁 钕磁铁 10x2mm v3,半成品,片,200,55.62,11124,2026/1/15,2026/2/4,,待处理,20,
PO2026017641,SUP033,海口南海科技,B级,M0195,铝合金散热片 v4,半成品,片,2000,54.78,109560,2026/1/19,2026/2/6,2026/2/14,已完成,18,已转入可用库存
PO2026016961,SUP003,上海精密机械,A级,M0148,LED驱动器 v3,原材料,个,500,63.58,31790,2026/3/15,2026/3/29,,已确认,14,质量检验标准已确认
PO2026122201,SUP011,天津北方电子,A级,M0258,光线传感器 BH1750,原材料,个,2000,12.84,25680,2026/2/5,2026/3/2,,已确认,25,物料生产排程中
PO2026038771,SUP035,乌鲁木齐天山科技,B级,P0018,门窗传感器,成品,个,50,72.11,3605.5,2026/4/19,2026/5/7,2026/5/13,已发货,18,物流运输中-海运
PO2026082659,SUP018,无锡精密机械,A级,P0044,智能压力锅,成品,台,500,723.56,361780,2026/2/9,2026/2/24,2026/2/25,已发货,15,物流运输中-海运
PO2026129035,SUP007,南京盛达光电,A级,M0188,NFC天线 v3,半成品,个,500,59.68,29840,2026/5/8,2026/5/23,,部分到货,15,
PO2026043664,SUP024,哈尔滨北方机械,C级,M0131,铝合金散热片 v3,原材料,片,5000,94.98,474900,2026/2/23,2026/3/16,,生产中,21,关键物料加工中
PO2026098007,SUP026,沈阳航天电子,B级,M0058,导热硅脂,原材料,g,2500,130.34,325850,2026/4/23,2026/5/28,,已确认,35,供应商已确认交期
PO2026092228,SUP012,大连远东科技,B级,P0097,智能场景开关,成品,台,200,2733.87,546774,2026/4/27,2026/5/15,,生产中,18,关键物料加工中
PO2026082232,SUP031,昆明昆电科技,B级,M0169,传感器模块 温湿度 v3,半成品,个,2000,12.21,24420,2026/4/2,2026/5/17,,部分到货,45,
PO2026041524,SUP018,无锡精密机械,A级,M0166,电源线 1.5m v3,半成品,根,1000,89.81,89810,2026/5/8,2026/6/5,,已确认,28,物料生产排程中
PO2026031703,SUP028,太原重工机械,B级,M0112,锂电池 聚合物3000mAh v2,原材料,块,5000,99.46,497300,2026/2/7,2026/3/4,,已确认,25,质量检验标准已确认
PO2026129669,SUP018,无锡精密机械,A级,M0142,LoRa模块 v3,原材料,个,2000,40.64,81280,2026/2/16,2026/3/23,,生产中,35,定制件制造阶段
PO2026055810,SUP032,南宁南国电子,C级,M0166,电源线 1.5m v3,半成品,根,1000,99.84,99840,2026/5/30,2026/6/20,2026/6/18,已发货,21,海关报关处理中
PO2026024673,SUP016,佛山顺德塑胶,A级,M0271,导电布 屏蔽用 50mm宽,原材料,卷,3000,94.41,283230,2026/2/26,2026/3/16,,已发货,18,海关报关处理中
PO2026109276,SUP002,东莞鑫盛塑胶,B级,M0221,光耦 TLP181 高速,原材料,颗,500,11.44,5720,2026/3/11,2026/3/31,,待处理,20,
PO2026119468,SUP030,贵阳西南科技,C级,M0294,线束 内部连接线束,原材料,根,2000,12.47,24940,2026/1/20,2026/2/14,,已确认,25,质量检验标准已确认
PO2026114477,SUP024,哈尔滨北方机械,C级,M0169,传感器模块 温湿度 v3,半成品,个,2000,12.35,24700,2026/1/21,2026/2/4,,草稿,14,
PO2026107444,SUP020,福州东南电子,B级,M0233,压敏电阻 14D471K,原材料,颗,500,13.25,6625,2026/3/14,2026/3/21,2026/3/24,已发货,7,国内转运途中
PO2026050473,SUP016,佛山顺德塑胶,A级,M0167,电源线 3m v3,半成品,根,800,31.34,25072,2026/6/3,2026/6/15,2026/6/19,已发货,12,海关报关处理中
PO2026079618,SUP032,南宁南国电子,C级,P0072,智能空气净化器,成品,台,100,540.8,54080,2026/1/16,2026/1/31,2026/2/5,已发货,15,物流运输中-海运
PO2026074572,SUP015,长沙中联科技,B级,M0173,显示屏 TFT 2.4寸 v3,半成品,块,500,20.65,10325,2026/1/24,2026/3/10,,已确认,45,供应商已确认交期
PO2026027680,SUP037,银川西夏科技,B级,M0132,PCB主板 v3,原材料,块,2500,53.46,133650,2026/6/6,2026/6/20,,已确认,14,供应商已确认交期
PO2026032722,SUP007,南京盛达光电,A级,M0229,变压器 EE13 开关电源,原材料,个,2500,12.9,32250,2026/4/1,2026/4/16,,已发货,15,海关报关处理中
PO2026010912,SUP027,石家庄华北科技,C级,P0074,智能烤箱 家用版,成品,台,1000,871.96,871960,2026/5/16,2026/6/5,2026/6/2,已完成,20,已转入可用库存
PO2026112303,SUP027,石家庄华北科技,C级,M0289,助焊剂 RMA型 松香基,原材料,瓶,3000,38.11,114330,2026/3/30,2026/4/29,,已确认,30,供应商已确认交期
PO2026043812,SUP017,宁波华通电子,B级,M0201,贴片电容 0402 100nF,原材料,颗,500,12.81,6405,2026/4/26,2026/5/14,,已下达,18,
PO2026092638,SUP006,杭州明远科技,B级,M0227,插座 音频耳机座 3.5mm,原材料,个,3000,10.98,32940,2026/5/23,2026/6/13,,已下达,21,
PO2026074010,SUP002,东莞鑫盛塑胶,B级,M0063,麦克风 MEMS,原材料,个,3000,86.8,260400,2026/5/20,2026/6/9,2026/6/10,已完成,20,批次检验通过
PO2026017209,SUP017,宁波华通电子,B级,M0253,存储芯片 W25Q128 Flash,原材料,片,2500,13.3,33250,2026/5/16,2026/6/15,2026/6/18,已发货,30,海关报关处理中
PO2026092486,SUP018,无锡精密机械,A级,M0006,FPC柔性排线,原材料,根,1000,10.99,10990,2026/5/13,2026/5/20,,已下达,7,
PO2026087952,SUP008,武汉华工科技,B级,M0112,锂电池 聚合物3000mAh v2,原材料,块,5000,112,560000,2026/4/29,2026/5/13,,部分到货,14,
PO2026037888,SUP017,宁波华通电子,B级,M0275,滑轨 抽屉滑轨 200mm,原材料,套,1000,22.08,22080,2026/6/24,2026/7/15,,生产中,21,供应商正在生产
PO2026052271,SUP023,济南恒泰科技,B级,M0237,显示屏模组 IPS 14寸 FHD,原材料,块,2500,237.62,594050,2026/3/11,2026/3/16,,部分发货,5,
PO2026060940,SUP022,郑州中原电子,C级,P0073,智能电饭煲,成品,台,500,1846.79,923395,2026/5/27,2026/6/24,,已确认,28,供应商已确认交期
PO2026027007,SUP029,南昌华翔电子,A级,M0153,贴片电阻 1kΩ v3,半成品,颗,200,44.13,8826,2026/6/12,2026/6/26,,生产中,14,定制件制造阶段
PO2026097639,SUP013,青岛海润电子,C级,M0174,触摸面板 电容式 v3,半成品,块,2000,11.31,22620,2026/5/4,2026/6/1,,部分到货,28,
PO2026042950,SUP019,合肥创新科技,C级,M0276,卡扣 快拆卡扣 PA66,原材料,个,1500,11.63,17445,2026/5/20,2026/6/10,,部分到货,21,
PO2026042353,SUP034,呼和浩特北方电子,C级,M0071,ARM Cortex-A53芯片 v2,原材料,片,500,124.02,62010,2026/5/3,2026/5/10,,已发货,7,海关报关处理中
PO2026093061,SUP035,乌鲁木齐天山科技,B级,M0074,DSP处理器 v2,原材料,片,500,137.73,68865,2026/1/15,2026/1/27,,已下达,12,
PO2026107865,SUP023,济南恒泰科技,B级,M0235,LED灯珠 白光 6500K,原材料,颗,3000,12.4,37200,2026/3/5,2026/3/17,,已确认,12,供应商已确认交期
PO2026093794,SUP033,海口南海科技,B级,M0183,弹簧 拉伸 v3,半成品,个,1500,146.17,219255,2026/3/29,2026/4/12,,部分到货,14,
PO2026118914,SUP032,南宁南国电子,C级,M0210,晶振 12MHz HC-49S,原材料,颗,3000,13.09,39270,2026/1/25,2026/2/6,,生产中,12,定制件制造阶段
PO2026033808,SUP007,南京盛达光电,A级,P0090,智能除湿机,成品,台,1000,800.23,800230,2026/1/26,2026/2/20,,已确认,25,物料生产排程中
PO2026128187,SUP026,沈阳航天电子,B级,P0086,智能护眼仪,成品,台,800,792.67,634136,2026/3/22,2026/4/19,,生产中,28,供应商正在生产
PO2026043991,SUP025,长春一汽配件,A级,M0183,弹簧 拉伸 v3,半成品,个,1000,125.88,125880,2026/5/13,2026/6/10,2026/6/15,已完成,28,已转入可用库存
PO2026032965,SUP001,深圳华腾电子,A级,M0229,变压器 EE13 开关电源,原材料,个,2000,13.3,26600,2026/6/11,2026/7/6,2026/7/10,已完成,25,质检合格入库
PO2026040544,SUP020,福州东南电子,B级,M0273,天线支架 WiFi内置,原材料,个,1000,12.24,12240,2026/5/10,2026/5/25,2026/5/29,已完成,15,批次检验通过
PO2026012293,SUP028,太原重工机械,B级,M0109,显示屏 TFT 2.4寸 v2,原材料,块,2500,96.3,240750,2026/1/14,2026/2/13,,部分到货,30,
PO2026073792,SUP016,佛山顺德塑胶,A级,M0199,ARM Cortex-A53芯片 v4,半成品,片,500,98.16,49080,2026/1/23,2026/2/7,2026/2/6,已发货,15,国内转运途中
PO2026024194,SUP006,杭州明远科技,B级,P0057,智能温控器,成品,台,800,1004.08,803264,2026/2/16,2026/3/9,,已取消,21,
PO2026116795,SUP029,南昌华翔电子,A级,P0047,智能洗碗机,成品,台,100,962.37,96237,2026/6/1,2026/6/15,,部分发货,14,
PO2026119453,SUP037,银川西夏科技,B级,M0132,PCB主板 v3,原材料,块,1000,59.53,59530,2026/6/22,2026/7/7,,部分到货,15,
PO2026028710,SUP033,海口南海科技,B级,M0170,传感器模块 气压 v3,半成品,个,200,13.16,2632,2026/1/2,2026/1/12,,部分到货,10,
PO2026025311,SUP011,天津北方电子,A级,P0024,旋钮开关 调光,成品,个,50,174.15,8707.5,2026/6/14,2026/7/5,,草稿,21,
PO2026071145,SUP020,福州东南电子,B级,M0080,电源模块 12V1A v2,原材料,个,2500,15.15,37875,2026/1/29,2026/2/19,,部分发货,21,
PO2026053792,SUP031,昆明昆电科技,B级,M0167,电源线 3m v3,半成品,根,500,30.28,15140,2026/6/8,2026/6/29,,待处理,21,
PO2026067715,SUP031,昆明昆电科技,B级,M0075,WiFi模块 802.11ac v2,原材料,个,1000,21.65,21650,2026/1/27,2026/2/14,,部分发货,18,
PO2026095025,SUP027,石家庄华北科技,C级,M0186,导热硅脂 v3,半成品,g,500,96.4,48200,2026/3/6,2026/4/20,,已确认,45,质量检验标准已确认
PO2026120114,SUP024,哈尔滨北方机械,C级,P0080,智能花盆 自动浇水,成品,台,100,1707.98,170798,2026/4/13,2026/4/28,,已确认,15,质量检验标准已确认
PO2026025258,SUP001,深圳华腾电子,A级,M0134,FPC柔性排线 v3,原材料,根,5000,82.18,410900,2026/4/4,2026/5/2,,已下达,28,
PO2026087741,SUP037,银川西夏科技,B级,M0094,整流二极管 v2,原材料,颗,2000,75.81,151620,2026/2/8,2026/3/5,,已下达,25,
PO2026124640,SUP027,石家庄华北科技,C级,P0068,智能鼠标 静音版,成品,台,300,1102.22,330666,2026/3/19,2026/4/2,,已确认,14,物料生产排程中
PO2026117211,SUP009,成都科创电子,C级,M0098,包装彩盒(中) v2,原材料,个,2000,119.52,239040,2026/1/7,2026/2/4,,生产中,28,定制件制造阶段
PO2026126292,SUP017,宁波华通电子,B级,M0229,变压器 EE13 开关电源,原材料,个,3000,10.52,31560,2026/1/4,2026/1/11,,部分到货,7,
PO2026124914,SUP028,太原重工机械,B级,M0238,显示屏模组 IPS 15.6寸 4K,原材料,块,2000,343.21,686420,2026/4/4,2026/4/16,,已确认,12,供应商已确认交期
PO2026070385,SUP006,杭州明远科技,B级,M0228,继电器 HF46F 5V,原材料,个,1000,11.32,11320,2026/1/14,2026/2/4,,已取消,21,
PO2026117778,SUP023,济南恒泰科技,B级,M0196,PCB主板 v4,半成品,块,2000,66.97,133940,2026/1/8,2026/2/12,,部分到货,35,
PO2026072853,SUP020,福州东南电子,B级,M0095,TVS保护二极管 v2,原材料,颗,5000,108.61,543050,2026/5/17,2026/5/22,,已下达,5,
PO2026118450,SUP005,苏州佳美电子,A级,M0271,导电布 屏蔽用 50mm宽,原材料,卷,5000,105.29,526450,2026/3/16,2026/4/13,2026/4/10,已发货,28,物流运输中-海运
PO2026055195,SUP034,呼和浩特北方电子,C级,P0030,智能门铃,成品,台,100,1099.74,109974,2026/6/1,2026/6/19,,部分发货,18,
PO2026017453,SUP004,广州恒达金属,C级,M0162,包装彩盒(中) v3,半成品,个,1000,56.88,56880,2026/5/28,2026/6/17,,已确认,20,质量检验标准已确认
PO2026032637,SUP030,贵阳西南科技,C级,M0038,电源线 1.5m,原材料,根,2500,71.91,179775,2026/4/15,2026/5/5,,生产中,20,供应商正在生产
PO2026058207,SUP033,海口南海科技,B级,M0036,珍珠棉内托,原材料,个,2500,50.66,126650,2026/1/3,2026/2/2,,部分到货,30,
PO2026073324,SUP028,太原重工机械,B级,P0090,智能除湿机,成品,台,500,847.83,423915,2026/3/11,2026/3/21,2026/3/24,已完成,10,已转入可用库存
PO2026043471,SUP006,杭州明远科技,B级,M0224,排针 2.54mm 2x40P,原材料,个,2500,13.07,32675,2026/1/25,2026/2/6,,已确认,12,质量检验标准已确认
PO2026107136,SUP030,贵阳西南科技,C级,M0187,RFID标签 无源 v3,半成品,个,500,46.85,23425,2026/5/21,2026/6/10,2026/6/18,已发货,20,海关报关处理中
PO2026094189,SUP008,武汉华工科技,B级,P0046,智能烤箱,成品,台,800,900.48,720384,2026/4/29,2026/5/17,,已下达,18,
PO2026113887,SUP003,上海精密机械,A级,M0261,ABS外壳 笔记本A面 14寸,原材料,个,1000,80,80000,2026/5/6,2026/5/11,2026/5/14,已发货,5,海关报关处理中
PO2026029129,SUP030,贵阳西南科技,C级,M0219,MOS管 SI2302 P沟道,原材料,颗,3000,11.95,35850,2026/4/15,2026/5/20,,已确认,35,物料生产排程中
PO2026092027,SUP027,石家庄华北科技,C级,M0135,ARM Cortex-A53芯片 v3,原材料,片,500,127.25,63625,2026/6/19,2026/7/17,,生产中,28,定制件制造阶段
